epoch,train_loss,valid_loss,accuracy,dice_multi,jaccard_coeff_multi,time
0,0.7370760440826416,0.5315941572189331,0.8450487852096558,0.7584246617689883,0.6420890286229873,11:44
1,0.7787097096443176,0.68074631690979,0.7318367958068848,0.6545074407793483,0.5243066957030538,11:43
2,0.756018877029419,0.6599719524383545,0.7256593704223633,0.6556532468075142,0.5196873817033789,11:44
3,0.7417639493942261,0.5244902968406677,0.8494207859039307,0.7533435035483552,0.6401012451625132,11:44
4,0.7443031668663025,0.6944937705993652,0.7211831212043762,0.6883328928527316,0.5426837373998147,11:44
5,0.7536852359771729,0.650050699710846,0.7310130000114441,0.6782056110799095,0.5376314740818146,11:44
6,0.7390817999839783,0.7100563049316406,0.7283446192741394,0.6527880694157587,0.519298890685176,11:43
7,0.7190933227539062,0.6728436946868896,0.7371739745140076,0.6658123660247025,0.5331274866287384,11:44
8,0.7214165925979614,0.7274224758148193,0.7096214294433594,0.6314950647079738,0.49532525286043977,11:44
9,0.7378243207931519,0.6805056929588318,0.7291885614395142,0.6642819034089328,0.5280619248691454,11:44
10,0.7134760618209839,0.7057991623878479,0.7303511500358582,0.6627900626376441,0.5273651652972143,11:44
11,0.7396032810211182,0.5286780595779419,0.8553797602653503,0.762834280240433,0.651798712604861,11:44
12,0.7363071441650391,0.7495888471603394,0.7196715474128723,0.6524481967790635,0.5154646472774235,11:44
13,0.7507725954055786,0.6533944010734558,0.718539834022522,0.6539240422933545,0.5129328838418089,11:44
